Price,Close,High,Low,Open,Volume
2026-01-12,475.06439208984375,478.85749783991434,473.57104241242143,474.5566738594685,23519900
2026-01-13,468.5832824707031,473.6706125344443,463.88420753037366,472.57548334410274,28545800
2026-01-14,457.3433532714844,466.12425727832346,455.14315976714454,464.3919508718589,28184300
2026-01-15,454.6354064941406,462.191752665677,453.8787662235596,462.06232415810086,23225800
2026-01-16,457.8211975097656,461.13645097900303,454.4562082505655,455.8001987238622,34246700
2026-01-20,452.5048522949219,454.77474258752966,447.28809381488645,449.2194951600843,26130000
2026-01-21,442.1409912109375,450.6829681667298,436.73507280530305,450.5933708341933,37980500
2026-01-22,449.1398620605469,450.8323067932568,442.7284117030413,445.6354487179439,25349400
2026-01-23,463.8841857910156,469.01134678020316,448.5325382185013,449.8665935761158,38000200
2026-01-26,468.1949768066406,472.14737672642065,459.9516880286902,463.2470104625561,29291200
2026-01-27,478.4493408203125,480.72919663912324,471.06225431764057,471.59986874099184,29213900
2026-01-28,479.4946594238281,481.59528998521284,475.8807484603396,481.0676409982362,36875400
2026-01-29,431.57806396484375,440.5381621786467,419.1533835040837,438.0392806211351,128855300
2026-01-30,428.3822937011719,437.65101486434605,424.55932220203715,437.2229285851671,58566800
2026-02-02,421.49298095703125,428.8303011436502,420.37795134689077,428.33251789753194,42219900
2026-02-03,409.3868713378906,420.178808008447,406.7486263222299,420.1390072256922,61424100
2026-02-04,412.35369873046875,417.93881231579195,407.4256323109538,409.17783910585314,45012400
2026-02-05,391.9246520996094,406.4897635323938,390.5806313349955,405.6335909812077,66289200
2026-02-06,399.3615417480469,400.0086538663787,391.17798428483076,397.4002746193236,53515300
2026-02-09,411.76629638671875,413.05058563481117,399.0927243377603,403.0550898097971,45480500
2026-02-10,411.437744140625,421.80159473973595,410.8702943432265,417.75959730190846,44857900
2026-02-11,402.5771789550781,414.61357304478975,399.2320904458023,414.33481566901673,42491000
2026-02-12,400.05841064453125,404.3990960787573,396.24540458526855,403.20440420967,40802400
2026-02-13,399.5407409667969,403.7420326637702,396.2852191820681,402.65686886295305,34091600
2026-02-17,395.1004943847656,398.7442713079252,392.78083787972264,397.45004705087115,32078800
2026-02-18,397.8283386230469,400.77520665339193,394.56288205367116,396.3648548030424,23223400
2026-02-19,397.5988464355469,403.55594539020564,395.8127368785549,399.82403795970674,28234000
2026-02-20,396.37152099609375,399.2552593187824,394.3059873534157,395.2539159508346,34015200
2026-02-23,383.6390686035156,394.50551684604494,382.27203437696886,394.14630950985264,43238300
2026-02-24,388.1593017578125,388.5185091169527,380.88504821898124,383.30981969967445,33884700
2026-02-25,399.7342224121094,400.60233728073825,389.31678308531696,389.68597856263057,43625500
2026-02-26,400.851806640625,406.6093255926281,397.8782360341113,403.8353349281015,34405900
2026-02-27,391.8912048339844,395.9624042352165,389.0374004516944,390.03523926255787,51367200
2026-03-02,397.6886291503906,400.32293811697235,389.78576315389057,392.01092411942045,35474900
2026-03-03,403.0570068359375,405.82103971635513,391.82136299902305,392.2903484387299,38199200
2026-03-04,404.32427978515625,410.14166638677375,399.44483360720756,400.4027502952161,35808000
2026-03-05,409.79241943359375,410.72040218284053,403.525993165685,403.54596943015656,39001300
2026-03-06,408.0761413574219,412.1572983375802,407.6271321747383,408.31564337314285,31123900
2026-03-09,408.5251770019531,409.3234358422322,402.62794618065146,404.044890641513,30131900
2026-03-10,404.8830871582031,409.31349393117443,402.05918625996463,409.1438479339772,31706400
2026-03-11,404.0049743652344,408.1260534422115,400.7220762180728,404.6934855668013,25512100
2026-03-12,400.9914855957031,405.2422886286942,400.84181586601125,403.7555185610488,27263900
2026-03-13,394.69512939453125,403.9251383935716,393.3979511212616,400.13336309353434,26848000
2026-03-16,399.08563232421875,399.7641553863696,393.9367805641587,397.209690545171,27733700
2026-03-17,398.5467834472656,403.5259891234105,396.8903674487218,399.4049101655112,26228300
2026-03-18,390.9432678222656,397.13983817793417,390.1549666521916,396.271723303423,25908500
2026-03-19,388.1792297363281,391.6417315076428,386.2234742615233,389.2569126674818,25138800
2026-03-20,381.0447082519531,386.16362631018524,379.29849030352204,385.95408868282834,50853200
2026-03-23,382.1722717285156,386.3731646745857,380.85511716508233,383.07032058481127,29680100
2026-03-24,371.9344177246094,381.6434000325674,371.04635704379217,381.53362193174286,42733600
2026-03-25,370.2381286621094,376.2451074667104,368.831172255135,376.10542586510894,31181200
2026-03-26,365.1790771484375,373.9101668945663,364.4007640805619,370.01860155518807,36836600
2026-03-27,355.9989318847656,361.6666793192034,355.73951450811694,361.11784971721505,37883400
2026-03-30,358.1842041015625,364.5703662773937,355.51000344849933,361.1178525849577,44797000
2026-03-31,369.3699951171875,372.09407550142714,362.28533367877645,363.7621155862403,45244400
2026-04-01,368.57171630859375,373.1817267376728,367.4042619540212,372.682807332766,29417200
2026-04-02,372.6528625488281,372.83249667260446,363.3629859357669,366.41637016886637,24099100
2026-04-06,372.0741271972656,372.92229624611906,368.70142726638517,372.682794233078,16146600
2026-04-07,371.48541259765625,371.64507045865594,365.7677853538718,369.5396147715723,21443300
2026-04-08,373.52099609375,384.167949815935,370.6073237610428,384.148004001906,33064800
2026-04-09,372.26373291015625,372.6927962909368,366.2567237727329,371.6949574789129,30435300
2026-04-10,370.0684814453125,374.8281921461914,369.23030048358606,372.17393720824543,28111100
2026-04-13,383.539306640625,383.70895264062807,370.2181521550117,372.8025510733858,35745800
2026-04-14,392.2604064941406,393.83700889302276,385.684652281273,387.0816509997633,37504500
2026-04-15,410.3312683105469,413.47445440771634,395.8725939925935,397.1398382929036,45063400
2026-04-16,419.35174560546875,419.9105328997013,411.2492993874727,418.95258572248235,41642400
2026-04-17,421.87628173828125,430.64726300981,419.78081413338697,423.9018933176335,48568200
2026-04-20,417.1664733886719,422.4150847565369,415.40027922801784,420.2398034863272,27582200
2026-04-21,423.2433166503906,426.25677891783357,416.2983670043314,419.33177508554746,32048500
2026-04-22,431.984375,432.7626880248645,422.7543663498755,425.2689090952171,29378200
2026-04-23,414.8514709472656,422.7443793162959,410.5208543154444,418.9825380949446,38308000
2026-04-24,423.7023010253906,424.0316048781353,414.9013556123021,416.0688403922519,27457400
2026-04-27,423.9018859863281,426.1869149113369,416.1686352924954,421.46715688013995,30867300
2026-04-28,428.3222961425781,428.99086152362304,420.9881750222059,423.6524179624475,30438100
2026-04-29,423.5426330566406,425.8975483734993,419.38166246548025,423.6623688360089,38288300
2026-04-30,406.8987121582031,413.5243765293071,397.1498378648014,409.92216255995794,70909400
2026-05-01,413.5443115234375,416.2085240460113,409.5529563541748,411.9078412872606,31372400
2026-05-04,412.72607421875,419.87060358807366,409.91216153093814,410.6505829404435,28066500
2026-05-05,410.4909362792969,415.8792597859335,407.916495085617,414.42242364358015,25700900
2026-05-06,413.0653381347656,417.51572107575487,404.23445872829495,407.11822745622237,30285900
2026-05-07,419.8606262207031,427.05506598481406,417.8549909144547,419.2020489501835,34942400
2026-05-08,414.22283935546875,417.7252633012779,413.105264767488,416.48795292910256,33383800
2026-05-11,411.7681579589844,411.79809190456297,404.6236285818644,406.9885016374445,35657900
2026-05-12,406.8887023925781,414.6020070114768,405.76117016707224,413.58422243338293,38594200
2026-05-13,404.3342590332031,405.4318878236479,400.1633000811369,402.3286237155428,29667100
2026-05-14,408.5451354980469,410.94993067744383,400.013625877668,403.6058516736889,27077500
2026-05-15,421.0081481933594,427.24464052002446,412.01761111071977,413.3746572242232,50771200
2026-05-18,422.6246643066406,424.2012362508279,414.7117792841577,415.71960624154525,32564100
2026-05-19,416.51788330078125,431.7648588737268,415.58987007798993,428.9708919761278,33018700
2026-05-20,420.1499938964844,421.18775475321456,410.4110776678385,413.2749005432513,27864000
2026-05-21,419.0899963378906,426.3399963378906,415.7099914550781,424.75,31393500
2026-05-22,418.57000732421875,424.3999938964844,416.3299865722656,419.5400085449219,22390300
2026-05-26,416.0299987792969,419.7699890136719,413.0199890136719,416.42999267578125,30398000
2026-05-27,412.6700134277344,415.94000244140625,409.5799865722656,411.010009765625,28901500
2026-05-28,426.989990234375,429.489990234375,412.6700134277344,412.9800109863281,47250500
2026-05-29,450.239990234375,450.3299865722656,432.3599853515625,432.54998779296875,79654400
2026-06-01,460.5199890136719,466.32000732421875,458.2699890136719,464.8399963378906,53628900
2026-06-02,441.30999755859375,453.5,440.42999267578125,446.8800048828125,37036800
2026-06-03,427.3399963378906,440.3900146484375,424.25,438.45001220703125,39037000
2026-06-04,428.04998779296875,436.1499938964844,426.4100036621094,435.80999755859375,26852200
